Transaction ID,creditLimit,availableMoney,transactionAmount,cardPresent,CVVcorrect,account_age,isFraud
29632,10000,757.49,466.24,0,1,41,0
29633,20000,17151.91,131.37,0,1,13,0
29634,20000,17578.41,0,0,1,24,0
29635,15000,13705.01,22.74,1,1,118,0
29636,10000,8747,50.14,1,1,41,0
29637,20000,10314.74,0,0,1,43,0
29638,7500,6930.34,135.31,0,1,14,0
29639,20000,9767,29.05,0,1,45,0
29640,20000,9117.26,68.91,1,1,52,0
29641,250,112.18,44.96,0,1,8,0
29642,15000,10696.1,86.29,0,1,11,0
29643,10000,7498.35,255.61,0,1,14,0
29644,5000,4775.87,34.99,0,1,17,0
29645,15000,14549.24,96.94,1,1,24,0
29646,5000,2784.04,250.95,0,1,27,0
29647,15000,12145.44,100.4,0,1,58,0
29648,15000,13661.25,88.37,0,1,22,0
29649,5000,3322.95,77.12,0,1,27,0
29650,20000,7921.31,74.6,1,1,35,0
29651,50000,20615.79,44.16,1,1,26,0
29652,15000,3435.67,88.03,1,1,71,0
29653,20000,19452.86,158.95,1,1,12,0
29654,15000,7579.14,19.39,0,1,30,0
29655,15000,6751.69,31.67,1,1,16,0
29656,20000,5155.79,71.53,1,1,10,0
29657,20000,18992.43,220.74,1,1,71,0
29658,10000,6845.38,42.66,1,1,41,0
29659,5000,670.37,97.02,1,1,41,0
29660,1000,872.21,342.13,1,1,15,0
29661,5000,2940.68,75.26,0,1,23,0
29662,1000,103.79,102.1,1,1,152,0
29663,2500,2155.27,707.02,1,1,17,0
29664,2500,2135.76,43.98,0,1,17,0
29665,5000,1053.87,346.86,0,1,30,0
29666,2500,2500,135.34,1,1,28,0
29667,15000,4084.32,20.92,1,1,23,0
29668,15000,4256.08,23.2,1,1,10,0
29669,5000,3900.97,286.61,0,1,6,0
29670,10000,5439.5,185.84,0,1,41,0
29671,10000,5253.66,119.53,0,1,41,0
29672,7500,500.16,59.89,1,1,11,0
29673,15000,7070.74,9.66,0,1,8,0
29674,250,63.05,19.66,0,1,74,0
29675,50000,49929.23,37.61,1,1,18,0
29676,15000,6780.39,2.18,0,1,16,0
29677,7500,6627.12,1.34,1,1,20,0
29678,10000,8304.97,18.69,1,1,14,0
29679,10000,5977.99,5.83,1,1,53,0
29680,5000,3047.19,185.54,1,1,24,0
29681,5000,2519.88,61.84,0,1,51,0
29682,7500,3678.25,70.39,0,1,8,0
29683,20000,18900.26,257.25,0,1,23,0
29684,10000,4132.61,139.63,1,1,41,0
29685,10000,3992.98,185.56,1,1,41,0
29686,7500,4890.92,215.96,1,1,12,0
29687,5000,572.82,13.27,1,1,35,0
29688,7500,7500,8.61,0,1,62,0
29689,15000,9798.13,148.42,0,1,14,0
29690,5000,2543.95,287.62,0,1,19,0
29691,250,185.14,412.49,0,1,47,0
29692,7500,504.06,63.77,0,1,57,0
29693,7500,7148.41,3.58,0,1,19,0
29694,5000,314.16,289.35,1,1,16,0
29695,20000,6730.39,201.19,1,1,16,0
29696,5000,1417.33,0,0,1,40,0
29697,5000,2715.97,39.38,0,1,26,0
29698,10000,1118.08,4.94,0,1,42,0
29699,10000,1113.14,68.86,0,1,42,0
29700,500,168.42,104.8,0,1,35,0
29701,15000,7785.77,74.58,0,1,27,0
29702,15000,10726.48,247.75,1,1,20,0
29703,15000,14427.35,363.67,0,1,13,0
29704,500,55.43,31.46,1,1,4,0
29705,5000,575.46,10.61,1,1,28,0
29706,15000,5284.8,14.4,0,1,14,0
29707,10000,1924.84,110.23,0,1,42,0
29708,10000,1814.61,40.36,0,1,42,0
29709,15000,15000,96.56,0,1,21,0
29710,250,250,254.49,0,1,7,0
29711,50000,47046.15,68.9,0,1,109,0
29712,15000,14188.78,6.5,0,1,4,0
29713,2500,1177.81,16.3,1,1,26,0
29714,5000,307.57,2.54,0,1,25,0
29715,10000,1216.42,159.05,1,1,42,0
29716,7500,4881.17,0,0,1,28,0
29717,5000,650.82,181.22,0,1,25,0
29718,5000,3746.12,30.77,0,1,54,0
29719,7500,6953.13,74.97,0,1,33,0
29720,500,165.54,97.29,0,1,31,0
29721,15000,2782.46,188.36,0,1,24,0
29722,5000,3872.48,30.76,0,1,17,0
29723,10000,9961.9,536.37,0,1,15,0
29724,5000,2277.1,6.34,1,1,43,0
29725,2500,2351.92,25.75,1,1,93,0
29726,10000,662.35,17.21,0,1,12,0
29727,2500,132.31,115.65,0,1,21,0
29728,250,194.48,120.79,1,1,13,0
29729,5000,3556.02,218.18,1,1,45,0
29730,50000,34887.98,90.69,1,1,17,0
29731,20000,19719.59,206.88,0,1,94,0
29732,7500,2964.86,178.5,0,1,31,0
29733,5000,4391.88,122.38,1,1,72,0
29734,15000,8383.68,64.03,0,1,35,0
29735,15000,2451.71,57.42,1,1,18,0
29736,5000,3329.81,142.07,0,1,25,0
29737,250,-144.88,102.81,0,1,28,0
29738,2500,856.93,0,0,1,30,0
29739,10000,5836.25,0,0,1,42,0
29740,5000,1657.78,134.45,0,1,25,0
29741,5000,2650.4,49.12,1,1,40,0
29742,20000,17373.76,161.67,0,1,2,0
29743,7500,3931.64,63.22,0,1,13,0
29744,15000,7580.6,69.72,1,1,8,0
29745,5000,1584.31,36.86,0,1,27,0
29746,5000,2095.88,40.62,1,1,18,0
29747,10000,4935.19,204.12,1,1,42,0
29748,2500,966.3,42.59,0,1,74,0
29749,5000,1504.76,111.09,1,1,7,0
29750,10000,4137.65,157.07,0,1,42,0
29751,10000,2995.55,180.91,1,1,68,0
29752,5000,2169.28,100.85,1,1,19,0
29753,15000,5518.16,379.89,1,1,21,0
29754,5000,2528.19,80.55,0,1,10,0
29755,2500,850.84,78.01,1,1,126,0
29756,10000,8416.89,41.28,0,1,27,0
29757,10000,5134.33,120.43,0,1,26,0
29758,10000,1828.69,101.6,1,1,23,0
29759,5000,1429.27,302.86,0,1,24,0
29760,7500,6992.1,83.98,0,1,13,0
29761,5000,4069.25,113.55,1,1,47,0
29762,250,-60.81,44.62,1,1,13,0
29763,5000,262.3,11.3,0,1,25,0
29764,2500,412.05,14.19,1,1,19,0
29765,5000,853.13,177.99,1,1,12,0
29766,500,132.21,40.1,1,1,20,0
29767,20000,3335.06,47.54,1,1,33,0
29768,15000,8503.07,133.69,0,1,79,0
29769,5000,969.21,22.01,0,1,41,0
29770,5000,4601.68,334.17,1,1,20,0
29771,10000,1833.14,156.49,1,1,42,0
29772,2500,314.5,311.26,1,1,13,0
29773,7500,5275.63,460.93,0,1,13,0
29774,10000,1331.16,0,0,1,42,0
29775,5000,2403.55,81.43,0,1,31,0
29776,20000,18351.46,340.21,1,1,61,0
29777,20000,3603.56,155.22,0,1,35,0
29778,15000,13392,104.81,1,1,12,0
29779,5000,1054.23,115.44,1,1,1,0
29780,15000,2788.93,87.26,0,1,21,0
29781,15000,5362.47,122.79,0,1,9,0
29782,10000,5304.74,44,1,1,42,0
29783,15000,6304.72,62.02,0,1,34,0
29784,2500,2379.76,36.01,1,1,7,0
29785,15000,15000,29.15,0,1,66,0
29786,250,250,4.8,1,1,59,0
29787,5000,542.38,220.37,0,1,19,0
29788,50000,34878.67,76.57,0,1,8,0
29789,7500,3033.28,65.05,1,1,19,0
29790,250,250,196.54,0,1,11,0
29791,5000,4604.2,63.96,1,1,64,0
29792,2500,1578.22,179.89,0,1,37,0
29793,5000,1572.47,329.22,1,1,16,0
29794,10000,3208.53,245.1,1,1,42,0
29795,20000,19545.29,59.81,0,1,18,0
29796,10000,10000,0,0,1,20,0
29797,5000,3083.76,71.34,0,1,27,0
29798,7500,2715.31,71.61,0,1,36,0
29799,10000,2452.85,186.3,0,1,42,0
29800,2500,1537.27,122.09,0,1,26,0
29801,250,155.1,63.92,0,1,8,0
29802,2500,2070.03,18.65,0,1,47,0
29803,7500,2538.5,45.23,0,1,29,0
29804,10000,1632.16,278.93,0,1,42,0
29805,10000,1353.23,27.14,0,1,42,0
29806,15000,9032.07,55.24,0,1,10,0
29807,50000,21174.74,59.24,0,1,26,0
29808,20000,2365.02,110.19,0,1,22,0
29809,7500,3890.82,105.87,1,1,67,0
29810,7500,7335.05,121.77,0,1,12,0
29811,5000,799.87,5.34,1,1,10,0
29812,5000,3959.23,80.9,0,1,5,0
29813,2500,2170.73,211.76,1,1,18,0
29814,10000,553.22,208.77,0,1,42,0
29815,5000,1757.22,61.55,0,1,14,0
29816,15000,13167.35,644.91,1,1,16,0
29817,5000,493.55,33.06,0,1,50,0
29818,5000,4398.35,7.38,0,1,66,0
29819,20000,15411.54,22.6,1,1,4,0
29820,50000,42380.25,804.98,0,1,17,0
29821,15000,4159.28,194.72,0,1,23,0
29822,2500,1711.42,115.29,1,1,32,0
29823,2500,2414.26,257.78,1,1,25,0
29824,7500,476.65,188.5,1,1,29,0
29825,2500,1592.59,31.46,0,1,33,0
29826,50000,35218.73,191.48,1,1,19,0
29827,10000,5834.37,78.62,0,0,42,0
29828,15000,3586.16,71.63,0,1,29,0
29829,7500,2883.54,56.62,1,1,49,0
29830,15000,10143.67,25.68,0,1,38,0
29831,10000,9834.56,32.72,1,1,13,0
29832,10000,5250.03,258.27,0,1,42,0
29833,250,84.05,343.01,1,1,26,0
29834,1000,797.02,34.92,1,1,42,0
29835,15000,10327.16,173.34,0,1,22,0
29836,10000,4784.02,279.69,0,1,42,0
29837,10000,4504.33,47.27,0,1,42,0
29838,2500,157.53,82.38,0,1,81,0
29839,20000,19088.42,25.13,1,1,20,0
29840,2500,1922.25,204.96,1,1,33,0
29841,7500,4766,355.22,1,1,25,0
29842,5000,3016.08,157.5,0,1,22,0
29843,10000,4160.24,25.07,0,1,42,0
29844,500,232.96,390.77,0,1,9,0
29845,1000,439.51,244.75,0,1,36,0
29846,1000,245.01,27.84,1,1,34,0
29847,5000,1414.03,69.09,1,1,16,0
29848,10000,9831.12,36.97,1,1,43,0
29849,7500,4363.4,13.96,0,1,22,0
29850,15000,1225.67,31.81,0,1,21,0
29851,15000,7289.65,166.99,1,1,20,0
29852,5000,483.99,5.96,0,1,24,0
29853,7500,6028.03,19.77,0,1,29,0
29854,20000,1295.8,189.01,0,1,39,0
29855,15000,2374.48,137.46,0,1,27,0
29856,10000,5273.4,15.54,0,1,11,0
29857,5000,5000,124.43,1,1,50,0
29858,10000,5928.91,23.81,0,1,48,0
29859,7500,1640.27,251.21,1,1,23,0
29860,2500,189.66,348.33,1,1,25,0
29861,10000,2738.28,115.58,0,1,15,0
29862,2500,84.02,29.17,1,1,88,0
29863,7500,5913.35,352.69,1,1,41,0
29864,5000,2184.74,32.79,0,1,9,0
29865,5000,1449.1,74.84,1,1,38,0
29866,5000,349.94,22.04,1,1,39,0
29867,10000,7419.73,3.91,0,1,21,0
29868,250,224.87,66.61,1,1,2,0
29869,5000,315,54.98,0,1,20,0
29870,50000,11625.2,34.18,1,1,24,0
29871,15000,13511.1,26.25,0,1,114,0
29872,15000,8080.73,5.38,1,1,70,0
29873,10000,6880.52,185.37,0,1,43,0
29874,15000,8444.24,134.65,1,1,66,0
29875,10000,6695.15,29.64,1,1,43,0
29876,10000,5060.78,343.32,1,0,22,0
29877,5000,1790.3,105.45,1,1,10,0
29878,1000,929.37,0,0,1,14,0
29879,5000,3263.61,81.28,1,1,13,0
29880,10000,6039.21,359.28,0,1,43,0
29881,5000,1028.3,61.85,1,1,11,0
29882,250,248.34,211.62,0,1,39,0
29883,15000,775.35,80.28,1,1,13,0
29884,5000,2679.13,216.7,1,1,16,0
29885,15000,7749.02,290.74,0,1,29,0
29886,20000,17269,74.35,0,1,31,0
29887,5000,4842.45,30.92,1,1,72,0
29888,250,236.15,334.14,0,1,22,0
29889,10000,9230.57,63.92,0,1,30,0
29890,20000,19951.88,112.96,1,1,70,0
29891,10000,4346.12,16.69,1,1,44,0
29892,20000,19993.93,308.53,1,1,4,0
29893,2500,2500,3.85,0,1,31,0
29894,50000,33432.71,194.48,0,1,45,0
29895,500,221.88,62.06,1,1,23,0
29896,50000,19977.66,183.37,1,1,20,0
29897,15000,11332.71,66.6,0,1,10,0
29898,50000,5031.21,91.04,0,1,38,0
29899,10000,6071.61,107.77,0,1,35,0
29900,20000,2798.48,0,0,1,23,0
29901,5000,2712.77,0.3,0,1,16,0
29902,10000,4254.93,54.04,1,1,44,0
29903,250,27.6,89.28,0,1,17,0
29904,20000,17255.48,51.73,0,0,70,0
29905,2500,419.88,5.01,1,1,17,0
29906,20000,15078.58,258.71,1,1,22,0
29907,10000,7957.23,88.47,0,1,11,0
29908,15000,10936.11,375.32,0,1,78,0
29909,10000,3690.28,143.4,1,1,44,0
29910,50000,44533.45,115.05,0,1,78,0
29911,7500,7500,217.15,0,1,28,0
29912,7500,7500,40.43,0,1,26,0
29913,10000,3026.55,0,0,1,44,0
29914,20000,19663.23,230.23,0,1,12,0
29915,20000,4863.92,219.9,1,1,43,0
29916,7500,2959.31,42.94,0,1,24,0
29917,7500,5926.65,0,0,1,93,0
29918,5000,1313.24,82.63,1,1,27,0
29919,10000,2542.26,256.47,0,1,34,0
29920,10000,2118.97,185.37,0,1,44,0
29921,5000,3426.69,327.06,0,1,26,0
29922,10000,2666.13,418.46,0,1,20,0
29923,15000,9004.89,169.3,1,1,23,0
29924,10000,1884.81,300.97,1,1,44,0
29925,15000,8070.41,41.18,1,1,17,0
29926,15000,14794.99,237.61,0,1,8,0
29927,5000,4055.61,116.44,1,1,16,0
29928,15000,7270.56,86.32,0,1,51,0
29929,20000,1277.47,0,0,1,12,0
29930,1000,514.83,76.41,0,1,15,0
29931,10000,1019.14,33.91,1,1,44,0
29932,500,500,154.66,1,1,24,0
29933,50000,12792.1,27.75,1,1,19,0
29934,10000,8326.02,151.11,0,1,44,0
29935,7500,7184.75,84.21,1,1,16,0
29936,50000,36946.05,118.97,0,1,8,0
29937,2500,674.86,361.4,0,1,44,0
29938,2500,774.97,17.19,0,1,94,0
29939,500,326.97,53.11,0,1,27,0
29940,20000,3588.11,266.79,0,1,14,0
29941,2500,971.71,216.78,1,1,26,0
29942,10000,7259.68,136.1,1,1,45,0
29943,50000,30029.18,239.26,1,1,21,0
29944,7500,998.49,94.78,1,1,45,0
29945,1000,810.53,34.91,1,1,18,0
29946,2500,463,266.41,0,1,9,0
29947,7500,2461.08,89.98,0,1,23,0
29948,5000,1107.39,54.63,1,1,17,0
29949,20000,16784.48,16.88,1,1,10,0
29950,10000,6612.01,277.78,1,1,45,0
29951,5000,4988.84,24.86,1,1,19,0
29952,7500,923.5,221.37,1,1,30,0
29953,7500,1381.19,321.88,0,1,24,0
29954,5000,2255.54,199.75,1,1,12,0
29955,10000,5771.38,142.25,1,1,45,0
29956,7500,5636.43,65.23,0,1,47,0
29957,20000,3381.13,136.74,0,1,12,0
29958,20000,5991.52,74.15,0,1,21,0
29959,15000,1762.16,890.74,1,1,71,0
29960,5000,1506.97,217.86,1,1,29,0
29961,5000,781.68,0,0,1,42,0
29962,10000,4865.6,60.39,0,1,45,0
29963,2500,1563.46,32.38,0,1,3,0
29964,7500,531.78,15.49,1,1,31,0
29965,10000,4737.38,104.13,1,1,45,0
29966,5000,4636.17,0,0,1,2,0
29967,10000,9957.47,52.61,1,1,44,0
29968,20000,9257.41,0,0,1,31,0
29969,500,-28.3,46.03,1,1,37,0
29970,10000,9816.76,45.68,0,1,35,0
29971,250,91.54,215.72,1,1,8,0
29972,7500,3571.64,533.44,0,1,105,0
29973,7500,5055.97,14.57,1,1,21,0
29974,10000,6977.27,287.49,1,1,104,0
29975,10000,3445.25,41.4,1,1,46,0
29976,5000,1047.82,119.61,0,1,18,0
29977,20000,4041.51,41.98,0,1,14,0
29978,10000,3095.48,65.23,1,1,46,0
29979,10000,3030.25,0,0,1,46,0
29980,7500,5628.73,10.11,1,1,12,0
29981,20000,7538.14,21.44,0,1,27,0
29982,7500,6224.94,110.66,1,1,21,0
29983,15000,13825.79,73.51,1,1,8,0
29984,500,308.72,38.26,0,1,74,0
29985,1000,482.89,108.23,0,1,21,0
29986,10000,2195.78,100.66,1,1,46,0
29987,50000,40469.79,670.1,1,1,16,0
29988,7500,1487.4,87.51,0,1,30,0
29989,5000,1359.99,2.98,0,1,5,0
29990,15000,1047.66,477.16,1,1,17,0
29991,2500,1356.57,141.09,0,1,16,0
29992,2500,964.83,145.9,1,1,1,0
29993,10000,1460.5,402.01,1,1,46,0
29994,2500,324.25,216.95,1,1,16,0
29995,5000,1742.13,395.2,0,1,21,0
29996,7500,1206.72,43.86,0,1,53,0
29997,7500,4169.43,0.22,1,1,15,0
29998,15000,3421.98,62.68,0,1,12,0
29999,10000,8207.52,15.06,0,1,21,0
30000,2500,2141.15,79.18,0,1,25,0
30001,5000,1245.27,0,0,1,52,0
30002,5000,4920.59,3.66,1,1,33,0
30003,10000,689.95,37.74,1,1,46,0
30004,7500,1698.98,15.98,1,1,20,0
30005,15000,3363.02,36.35,1,1,8,0
30006,15000,10768.53,195.39,1,1,21,0
30007,20000,6579.46,0,0,1,29,0
30008,10000,2380.47,216.21,1,1,46,0
30009,15000,9983.87,42.83,0,1,23,0
30010,50000,15467.22,37.5,0,1,37,0
30011,10000,1792.21,79.27,1,1,46,0
30012,10000,4882.15,51.9,0,1,14,0
30013,7500,1490.96,15.3,1,1,32,0
30014,500,77.82,445.54,0,1,15,0
30015,15000,14524.12,396.66,1,1,85,0
30016,15000,4982.88,225.62,1,1,27,0
30017,7500,6290.76,23.49,1,1,57,0
30018,10000,4724.97,255.4,1,1,9,0
30019,5000,4880.83,58.43,0,1,35,0
30020,15000,14704.99,54.73,1,1,31,0
30021,10000,4638.45,111.15,1,1,47,0
30022,5000,3821.77,45.62,1,1,40,0
30023,5000,2357.11,36.17,1,1,9,0
30024,10000,9074.98,10.57,1,1,23,0
30025,10000,8524.32,6.03,1,1,15,0
30026,20000,18764.89,38.76,1,1,9,0
30027,20000,19199.3,17.55,1,1,16,0
30028,250,250,271.63,1,1,9,0
30029,15000,7769.34,112.96,0,1,12,0
30030,10000,9578.78,152.84,1,1,13,0
30031,20000,19614.17,651.07,1,1,6,0
30032,20000,17592.4,206.38,1,1,30,0
30033,1000,13.65,199.79,0,1,29,0
30034,2500,702.9,2.27,1,1,77,0
30035,5000,1412.47,133,0,1,24,0
30036,10000,4099.05,211.52,1,1,47,0
30037,7500,3659.6,775.1,1,1,30,0
30038,2500,270.66,158.67,0,1,3,0
30039,15000,4805.41,0,0,1,8,0
30040,20000,7355.6,186.64,0,1,21,0
30041,2500,2463.89,44,1,1,15,0
30042,1000,466.54,89.56,0,1,45,0
30043,7500,3746.64,64.22,0,1,48,0
30044,7500,1436.87,19.74,1,1,48,0
30045,2500,1042.26,9.64,0,1,32,0
30046,5000,4635.03,60.49,0,1,25,0
30047,5000,1465.63,125.08,0,1,17,0
30048,5000,2831.28,294.42,1,1,11,0
30049,2500,523.01,3.69,0,1,13,0
30050,7500,6257.69,71.1,0,1,42,0
30051,15000,1619.31,129.13,0,1,42,0
30052,15000,2741.02,2.47,1,1,17,0
30053,10000,1934.5,17.22,1,1,47,0
30054,10000,7138.08,44.36,1,1,15,0
30055,15000,952.81,341.57,1,1,13,0
30056,7500,7145.34,7.7,0,1,58,0
30057,50000,22167.31,668.93,1,1,25,0
30058,2500,342.76,328.4,0,1,9,0
30059,50000,7570.34,9.01,0,1,22,0
30060,10000,1284.46,121.58,0,1,47,0
30061,15000,11202.3,472.52,0,1,27,0
30062,2500,2365.59,164.43,0,1,15,0
30063,15000,3053.46,78.68,0,1,12,0
30064,20000,18949.39,7.83,0,1,21,0
30065,50000,16792.15,35.78,0,1,7,0
30066,10000,5493.75,44.02,0,1,18,0
30067,5000,2305.41,39.87,1,1,11,0
30068,5000,2654.35,9.79,0,1,3,0
30069,7500,4200.91,43.86,1,1,21,0
30070,5000,2361.25,157.69,1,0,45,0
30071,20000,4313.75,28.3,1,1,50,0
30072,5000,2509.31,258.6,1,1,50,0
30073,7500,3365.68,110.74,0,1,18,0
30074,7500,2860.36,81.87,0,1,14,0
30075,20000,17418.91,69.02,1,1,10,0
30076,5000,2237.44,79.06,1,1,41,0
30077,5000,4101.55,0,0,1,16,0
30078,50000,31964.82,181.55,0,1,25,0
30079,5000,4560.15,227.89,1,1,30,0
30080,2500,2122.72,86.1,1,1,13,0
30081,20000,7053.2,35.94,1,1,11,0
30082,15000,12406.88,190.11,0,1,34,0
30083,5000,4717.88,35.21,0,1,15,0
30084,15000,1011.37,17.16,0,1,16,0
30085,2500,1078.39,30.03,1,1,92,0
30086,10000,5691.05,165.23,0,1,16,0
30087,7500,6686.3,43.35,0,1,16,0
30088,15000,14428.88,264.21,1,1,26,0
30089,5000,3362.35,0,0,1,20,0
30090,15000,5322.08,89.9,0,1,29,0
30091,10000,1549.59,36,0,1,48,0
30092,1000,961.55,240.56,1,1,49,0
30093,15000,8528.35,26.09,1,1,7,0
30094,15000,13408.59,161.6,0,1,24,0
30095,10000,1097.97,126.05,1,1,48,0
30096,10000,1224.02,199.02,0,1,48,0
30097,10000,1025,201.47,1,1,48,0
30098,15000,12688.09,133.48,1,1,18,0
30099,5000,4686.94,145.42,1,1,41,0
30100,7500,3049.95,101.5,0,1,24,0
30101,15000,5204.9,117.08,0,1,15,0
30102,7500,1946.34,35.12,0,1,50,0
30103,10000,2357.3,151.34,1,1,10,0
30104,15000,3624.36,145.39,0,1,25,0
30105,20000,2067.22,29.62,0,1,16,0
30106,10000,9419.42,6.13,0,1,8,0
30107,1000,568.24,81.77,1,1,159,0
30108,50000,49867.92,277.58,0,1,47,0
30109,15000,12222.27,275.78,0,1,22,0
30110,20000,1993.91,57.29,1,1,51,0
30111,7500,1722.65,50.6,1,1,19,0
30112,20000,19863.81,324.95,1,1,8,0
30113,2500,2081.88,431,0,1,7,0
30114,10000,5011.47,180.49,1,1,48,0
30115,20000,10550.65,49.79,0,1,9,0
30116,50000,34548.12,89.81,0,1,52,0
30117,5000,3619.13,103.56,1,1,12,0
30118,50000,48438.58,4.59,1,1,22,0
30119,7500,5194.77,100.43,0,1,18,0
30120,15000,1618.87,129.34,1,1,21,0
30121,7500,756.17,413.79,1,1,16,0
30122,15000,10808.68,2.06,0,1,25,0
30123,10000,4013.79,29.01,1,1,49,0
30124,2500,1926.91,5.89,0,1,27,0
30125,1000,513.9,127.31,0,1,25,0
30126,15000,12971.29,119.23,1,1,24,0
30127,50000,25106.81,82.26,0,1,41,0
30128,15000,13437.27,590.51,1,1,7,0
30129,5000,3830.37,551.91,0,1,13,0
30130,50000,50000,21.22,0,1,6,0
30131,10000,3241.37,10.03,1,1,49,0
30132,20000,4125.01,202.3,0,1,23,0
30133,2500,1506.52,332.3,1,1,100,0
30134,20000,12558.85,247.42,0,1,27,0
30135,15000,12167.86,317.66,0,1,44,0
30136,20000,5867.83,142.39,0,1,52,0
30137,7500,2614.03,395.13,1,1,37,0
30138,15000,5776,29.9,1,1,5,0
30139,50000,30055.12,19.07,1,1,17,0
30140,5000,2975.88,89.06,1,1,42,0
30141,7500,3682.44,224.14,1,1,55,0
30142,500,383.79,179.39,0,1,6,0
30143,250,250,33.48,1,1,14,0
30144,15000,3132.52,31.71,0,1,13,0
30145,15000,6442.11,40.32,0,0,44,0
30146,10000,1149.67,67.61,0,1,49,0
30147,5000,3734.8,44,0,1,20,0
30148,5000,1343.09,257.67,0,1,17,0
30149,1000,441.43,503.51,1,1,78,0
30150,7500,6576.31,44.03,1,1,29,0
30151,5000,277.72,34.02,0,1,19,0
30152,10000,771.94,251.67,1,1,49,0
30153,15000,3144.32,149.48,1,1,11,0
30154,10000,1499.5,195.98,1,1,49,0
30155,5000,1053.62,176.64,0,1,22,0
30156,5000,2390.6,8.84,0,1,16,0
30157,7500,6184.56,54.22,0,1,15,0
30158,5000,4474.33,252.14,0,1,27,0
30159,1000,980.34,30.44,0,1,22,0
30160,5000,4995.93,123.33,0,1,20,0
30161,15000,6990.89,157.55,1,1,30,0
30162,5000,654.87,47.85,0,1,34,0
30163,15000,14924.61,61.57,1,1,32,0
30164,5000,3422.46,222.08,0,1,20,0
30165,15000,3945.11,208.45,1,1,6,0
30166,20000,3212.9,9.98,1,1,8,0
30167,20000,19078.32,288.13,1,1,92,0
30168,15000,10141.71,14.55,1,1,14,0
30169,5000,4159.24,21.67,0,1,17,0
30170,250,172.43,181.58,0,1,14,0
30171,5000,1712.34,84.34,0,1,93,0
30172,2500,2091.16,100.55,1,1,40,0
30173,7500,4811.58,48.63,0,1,15,0
30174,5000,2080.04,277.05,0,1,28,0
30175,20000,19195.71,0,0,1,20,0
30176,2500,1304.3,169.57,0,1,83,0
30177,500,153.39,45.05,0,1,42,0
30178,15000,8203.98,17.5,1,1,20,0
30179,15000,8427.64,49.04,0,1,24,0
30180,2500,1163.42,14.76,1,1,21,0
30181,500,122.56,101.91,1,1,70,0
30182,2500,1621.77,3.9,1,1,20,0
30183,2500,1813.45,84.52,0,1,22,0
30184,7500,6349.7,14.01,0,1,21,0
30185,15000,12748.69,78.52,0,1,21,0
30186,2500,967.8,262.7,1,1,53,0
30187,250,191.03,27.75,1,1,5,0
30188,2500,1402.79,139.35,1,1,39,0
30189,2500,1566.84,16.17,1,1,78,0
30190,5000,1677.36,10.42,1,1,20,0
30191,10000,2055.13,83.12,1,1,15,0
30192,50000,49110.88,132.56,1,1,81,0
30193,250,250,137.57,0,1,39,0
30194,10000,7000.98,317.36,1,1,50,0
30195,10000,7318.34,239.63,1,1,50,0
30196,2500,2102.14,85.6,1,1,73,0
30197,1000,317.76,8.86,0,1,57,0
30198,10000,7011.17,60.51,1,1,50,0
30199,50000,20881.04,696.26,0,1,7,0
30200,5000,1868.03,48.31,1,1,23,0
30201,10000,6245.81,67.38,1,1,50,0
30202,15000,6934.47,0.78,1,1,73,0
30203,10000,2418.16,209.88,1,1,18,0
30204,2500,1727.52,149.59,1,1,33,0
30205,1000,235.92,261.49,0,1,13,0
30206,10000,5538.91,113.47,1,1,50,0
30207,5000,3396.87,112.91,0,1,17,0
30208,50000,47687.47,322.48,0,1,10,0
30209,50000,12798.64,226.32,1,1,49,0
30210,250,250,102.97,0,1,6,0
30211,50000,22921.64,52.84,1,1,16,0
30212,10000,5313.46,0,0,1,51,0
30213,1000,269.92,16.4,0,1,12,0
30214,5000,2247.52,52.86,1,1,44,0
30215,15000,10373,204.89,1,1,84,0
30216,10000,8730.84,27.02,0,1,25,0
30217,20000,17595.06,7.69,0,1,37,0
30218,10000,3946.47,161.52,1,1,51,0
30219,15000,2471.34,99.68,0,1,18,0
30220,7500,3706.48,98.68,0,1,44,0
30221,7500,1119.37,268.29,0,1,24,0
30222,7500,6552.18,65.44,0,0,47,0
30223,5000,4513.33,120.16,1,1,15,0
30224,7500,2985.71,7.86,1,1,41,0
30225,10000,1738.76,6.36,0,1,51,0
30226,15000,10253.41,15.07,0,1,9,0
30227,20000,5675.97,0,0,0,15,0
30228,7500,543.45,8.68,0,1,8,0
30229,50000,19236.71,205.69,0,1,50,0
30230,7500,7500,8.18,0,1,24,0
30231,20000,7198.81,102.32,0,1,22,0
30232,20000,13601.56,147.47,0,1,8,0
30233,10000,8018.97,189.12,1,1,12,0
30234,7500,2895.8,144.63,0,1,11,0
30235,5000,3891.63,32.33,0,1,24,0
30236,5000,353.8,681.47,1,1,17,0
30237,10000,5702.32,109.73,1,1,5,0
30238,5000,1003.33,55.54,1,1,44,0
30239,10000,9134.78,6.6,1,1,51,0
30240,7500,5653.45,525.22,1,1,28,0
30241,250,-52.83,1.73,1,1,20,0
30242,10000,8738.05,28.41,0,1,51,0
30243,15000,1858.47,42.33,1,1,60,0
30244,5000,3336.75,165.81,1,1,6,0
30245,250,41.71,49.74,0,1,59,0
30246,7500,6454.35,144.29,0,1,4,0
30247,2500,1104.42,142.9,0,1,12,0
30248,250,130.66,52.76,1,1,26,0
30249,5000,4209.24,152.92,1,1,28,0
